Location,Sex,Age,Total
S02000126,Male,"[17,70)",990
S02000126,Female,"70+",294
S02000126,Male,"70+",273
S02000127,Female,"[0,17)",283
S02000127,Male,"[0,17)",263
S02000127,Female,"[17,70)",1147
S02000127,Male,"[17,70)",1059
S02000127,Female,"70+",481
S02000127,Male,"70+",445
S02001202,Female,"[0,17)",471
S02001202,Male,"[0,17)",435
S02001202,Female,"[17,70)",1736
S02001202,Male,"[17,70)",1604
S02001202,Female,"70+",350
S02001202,Male,"70+",324
S02001178,Female,"[0,17)",409
S02001178,Male,"[0,17)",379
S02001178,Female,"[17,70)",1739
S02001178,Male,"[17,70)",1607
S02001178,Female,"70+",638
S02001178,Male,"70+",589
S02000955,Female,"[0,17)",499
S02000955,Male,"[0,17)",461
S02000955,Female,"[17,70)",1680
S02000955,Male,"[17,70)",1552
S02000955,Female,"70+",539
S02000955,Male,"70+",498
S02001008,Female,"[0,17)",436
S02001008,Male,"[0,17)",404
S02001008,Female,"[17,70)",1444
S02001008,Male,"[17,70)",1334
S02001008,Female,"70+",498
S02001008,Male,"70+",461
S02000444,Female,"[0,17)",684
S02000444,Male,"[0,17)",632
S02000444,Female,"[17,70)",2405
S02000444,Male,"[17,70)",2220
S02000444,Female,"70+",507
S02000444,Male,"70+",468
S02000438,Female,"[0,17)",385
S02000438,Male,"[0,17)",357
S02000438,Female,"[17,70)",1131
S02000438,Male,"[17,70)",1045
S02000438,Female,"70+",350
S02000438,Male,"70+",324
S02000679,Female,"[0,17)",328
S02000679,Male,"[0,17)",303
S02000679,Female,"[17,70)",1589
S02000679,Male,"[17,70)",1467
S02000679,Female,"70+",366
S02000679,Male,"70+",339
S02000358,Female,"[0,17)",418
S02000358,Male,"[0,17)",386
S02000358,Female,"[17,70)",1174
S02000358,Male,"[17,70)",1084
S02000358,Female,"70+",238
S02000358,Male,"70+",221
S02000412,Female,"[0,17)",449
S02000412,Male,"[0,17)",415
S02000412,Female,"[17,70)",3594
S02000412,Male,"[17,70)",3318
S02000412,Female,"70+",387
S02000412,Male,"70+",359
S02000213,Female,"[0,17)",271
S02000213,Male,"[0,17)",252
S02000213,Female,"[17,70)",1123
S02000213,Male,"[17,70)",1037
S02000213,Female,"70+",580
S02000213,Male,"70+",537
S02000206,Female,"[0,17)",331
S02000206,Male,"[0,17)",306
S02000206,Female,"[17,70)",1553
S02000206,Male,"[17,70)",1434
S02000206,Female,"70+",785
S02000206,Male,"70+",725
S02001227,Female,"[0,17)",648
S02001227,Male,"[0,17)",599
S02001227,Female,"[17,70)",2277
S02001227,Male,"[17,70)",2102
S02001227,Female,"70+",548
S02001227,Male,"70+",506
S02000376,Female,"[0,17)",329
S02000376,Male,"[0,17)",304
S02000376,Female,"[17,70)",2435
S02000376,Male,"[17,70)",2249
S02000376,Female,"70+",289
S02000376,Male,"70+",267
S02000540,Female,"[0,17)",230
S02000540,Male,"[0,17)",214
S02000540,Female,"[17,70)",885
S02000540,Male,"[17,70)",817
S02000540,Female,"70+",297
S02000540,Male,"70+",276
S02000828,Female,"[0,17)",313
S02000828,Male,"[0,17)",289
S02000828,Female,"[17,70)",1084
S02000828,Male,"[17,70)",1002
S02000828,Female,"70+",388
S02000828,Male,"70+",360
S02000827,Female,"[0,17)",358
S02000827,Male,"[0,17)",331
S02000827,Female,"[17,70)",1437
S02000827,Male,"[17,70)",1327
S02000827,Female,"70+",567
S02000827,Male,"70+",525
S02000043,Female,"[0,17)",365
S02000043,Male,"[0,17)",338
S02000043,Female,"[17,70)",1622
S02000043,Male,"[17,70)",1498
S02000043,Female,"70+",581
S02000043,Male,"70+",538
S02000039,Female,"[0,17)",251
S02000039,Male,"[0,17)",232
S02000039,Female,"[17,70)",1272
S02000039,Male,"[17,70)",1175
S02000039,Female,"70+",347
S02000039,Male,"70+",321
S02000399,Female,"[0,17)",424
S02000399,Male,"[0,17)",393
S02000399,Female,"[17,70)",1720
S02000399,Male,"[17,70)",1588
S02000399,Female,"70+",440
S02000399,Male,"70+",408
S02001159,Female,"[0,17)",469
S02001159,Male,"[0,17)",434
S02001159,Female,"[17,70)",2002
S02001159,Male,"[17,70)",1848
S02001159,Female,"70+",567
S02001159,Male,"70+",525
S02000829,Female,"[0,17)",550
S02000829,Male,"[0,17)",508
S02000829,Female,"[17,70)",1847
S02000829,Male,"[17,70)",1705
S02000829,Female,"70+",522
S02000829,Male,"70+",482
S02000962,Female,"[0,17)",358
S02000962,Male,"[0,17)",331
S02000962,Female,"[17,70)",1236
S02000962,Male,"[17,70)",1141
S02000962,Female,"70+",618
S02000962,Male,"70+",572
S02001137,Female,"[0,17)",403
S02001137,Male,"[0,17)",373
S02001137,Female,"[17,70)",1642
S02001137,Male,"[17,70)",1517
S02001137,Female,"70+",354
S02001137,Male,"70+",328
S02001141,Female,"[0,17)",499
S02001141,Male,"[0,17)",462
S02001141,Female,"[17,70)",1802
S02001141,Male,"[17,70)",1665
S02001141,Female,"70+",302
S02001141,Male,"70+",280
S02001133,Female,"[0,17)",292
S02001133,Male,"[0,17)",271
S02001133,Female,"[17,70)",1183
S02001133,Male,"[17,70)",1093
S02001133,Female,"70+",434
S02001133,Male,"70+",401
S02001026,Female,"[0,17)",483
S02001026,Male,"[0,17)",447
S02001026,Female,"[17,70)",1176
S02001026,Male,"[17,70)",1086
S02001026,Female,"70+",333
S02001026,Male,"70+",308
S02001160,Female,"[0,17)",265
S02001160,Male,"[0,17)",246
S02001160,Female,"[17,70)",1142
S02001160,Male,"[17,70)",1055
S02001160,Female,"70+",372
S02001160,Male,"70+",345
S02001150,Female,"[0,17)",361
S02001150,Male,"[0,17)",334
S02001150,Female,"[17,70)",1407
S02001150,Male,"[17,70)",1299
S02001150,Female,"70+",534
S02001150,Male,"70+",494
S02000495,Female,"[0,17)",197
S02000495,Male,"[0,17)",183
S02000495,Female,"[17,70)",779
S02000495,Male,"[17,70)",720
S02000495,Female,"70+",312
S02000495,Male,"70+",289
S02000500,Female,"[0,17)",453
S02000500,Male,"[0,17)",419
S02000500,Female,"[17,70)",1296
S02000500,Male,"[17,70)",1198
S02000500,Female,"70+",365
S02000500,Male,"70+",338
S02000315,Female,"[0,17)",366
S02000315,Male,"[0,17)",338
S02000315,Female,"[17,70)",1191
S02000315,Male,"[17,70)",1100
S02000315,Female,"70+",371
S02000315,Male,"70+",344
S02000132,Female,"[0,17)",163
S02000132,Male,"[0,17)",151
S02000132,Female,"[17,70)",667
S02000132,Male,"[17,70)",617
S02000132,Female,"70+",378
S02000132,Male,"70+",349
S02000223,Female,"[0,17)",343
S02000223,Male,"[0,17)",318
S02000223,Female,"[17,70)",1122
S02000223,Male,"[17,70)",1037
S02000223,Female,"70+",279
S02000223,Male,"70+",259
S02000490,Female,"[0,17)",276
S02000490,Male,"[0,17)",256
S02000490,Female,"[17,70)",1017
S02000490,Male,"[17,70)",940
S02000490,Female,"70+",252
S02000490,Male,"70+",233
S02000908,Female,"[0,17)",540
S02000908,Male,"[0,17)",500
S02000908,Female,"[17,70)",2059
S02000908,Male,"[17,70)",1901
S02000908,Female,"70+",592
S02000908,Male,"70+",547
S02000768,Female,"[0,17)",322
S02000768,Male,"[0,17)",299
S02000768,Female,"[17,70)",1124
S02000768,Male,"[17,70)",1038
S02000768,Female,"70+",456
S02000768,Male,"70+",421
S02000767,Female,"[0,17)",449
S02000767,Male,"[0,17)",416
S02000767,Female,"[17,70)",1623
S02000767,Male,"[17,70)",1500
S02000767,Female,"70+",570
S02000767,Male,"70+",528
S02000763,Female,"[0,17)",230
S02000763,Male,"[0,17)",214
S02000763,Female,"[17,70)",925
S02000763,Male,"[17,70)",855
S02000763,Female,"70+",368
S02000763,Male,"70+",340
S02000921,Female,"[0,17)",635
S02000921,Male,"[0,17)",587
S02000921,Female,"[17,70)",1922
S02000921,Male,"[17,70)",1776
S02000921,Female,"70+",460
S02000921,Male,"70+",425
S02000350,Female,"[0,17)",502
S02000350,Male,"[0,17)",464
S02000350,Female,"[17,70)",1581
S02000350,Male,"[17,70)",1460
S02000350,Female,"70+",279
S02000350,Male,"70+",258
S02001217,Female,"[0,17)",213
S02001217,Male,"[0,17)",198
S02001217,Female,"[17,70)",891
S02001217,Male,"[17,70)",824
S02001217,Female,"70+",300
S02001217,Male,"70+",278
S02001136,Female,"[0,17)",263
S02001136,Male,"[0,17)",244
S02001136,Female,"[17,70)",1296
S02001136,Male,"[17,70)",1198
S02001136,Female,"70+",470
S02001136,Male,"70+",434
S02001138,Female,"[0,17)",321
S02001138,Male,"[0,17)",298
S02001138,Female,"[17,70)",1254
S02001138,Male,"[17,70)",1158
S02001138,Female,"70+",284
S02001138,Male,"70+",263
S02001132,Female,"[0,17)",346
S02001132,Male,"[0,17)",321
S02001132,Female,"[17,70)",1341
S02001132,Male,"[17,70)",1238
S02001132,Female,"70+",407
S02001132,Male,"70+",377
S02001182,Female,"[0,17)",260
S02001182,Male,"[0,17)",241
S02001182,Female,"[17,70)",1029
S02001182,Male,"[17,70)",951
S02001182,Female,"70+",427
S02001182,Male,"70+",396
S02000635,Female,"[0,17)",431
S02000635,Male,"[0,17)",399
S02000635,Female,"[17,70)",3017
S02000635,Male,"[17,70)",2785
S02000635,Female,"70+",439
S02000635,Male,"70+",406
S02001166,Female,"[0,17)",357
S02001166,Male,"[0,17)",331
S02001166,Female,"[17,70)",1184
S02001166,Male,"[17,70)",1093
S02001166,Female,"70+",302
S02001166,Male,"70+",279
S02001153,Female,"[0,17)",325
S02001153,Male,"[0,17)",300
S02001153,Female,"[17,70)",1288
S02001153,Male,"[17,70)",1190
S02001153,Female,"70+",394
S02001153,Male,"70+",365
S02000459,Female,"[0,17)",191
S02000459,Male,"[0,17)",177
S02000459,Female,"[17,70)",1012
S02000459,Male,"[17,70)",935
S02000459,Female,"70+",327
S02000459,Male,"70+",302
S02000458,Female,"[0,17)",286
S02000458,Male,"[0,17)",264
S02000458,Female,"[17,70)",962
S02000458,Male,"[17,70)",889
S02000458,Female,"70+",213
S02000458,Male,"70+",198
S02000130,Female,"[0,17)",360
S02000130,Male,"[0,17)",334
S02000130,Female,"[17,70)",1261
S02000130,Male,"[17,70)",1164
S02000130,Female,"70+",551
S02000130,Male,"70+",509
S02000534,Female,"[0,17)",630
S02000534,Male,"[0,17)",583
S02000534,Female,"[17,70)",1972
S02000534,Male,"[17,70)",1822
S02000534,Female,"70+",548
S02000534,Male,"70+",507
S02000637,Female,"[0,17)",446
S02000637,Male,"[0,17)",412
S02000637,Female,"[17,70)",1368
S02000637,Male,"[17,70)",1263
S02000637,Female,"70+",377
S02000637,Male,"70+",348
S02000625,Female,"[0,17)",285
S02000625,Male,"[0,17)",264
S02000625,Female,"[17,70)",989
S02000625,Male,"[17,70)",913
S02000625,Female,"70+",312
S02000625,Male,"70+",288
S02000627,Female,"[0,17)",400
S02000627,Male,"[0,17)",370
S02000627,Female,"[17,70)",1708
S02000627,Male,"[17,70)",1577
S02000627,Female,"70+",606
S02000627,Male,"70+",560
S02000896,Female,"[0,17)",450
S02000896,Male,"[0,17)",417
S02000896,Female,"[17,70)",1599
S02000896,Male,"[17,70)",1476
S02000896,Female,"70+",298
S02000896,Male,"70+",276
S02000887,Female,"[0,17)",792
S02000887,Male,"[0,17)",732
S02000887,Female,"[17,70)",2379
S02000887,Male,"[17,70)",2196
S02000887,Female,"70+",486
S02000887,Male,"70+",450
S02001100,Female,"[0,17)",299
S02001100,Male,"[0,17)",276
S02001100,Female,"[17,70)",1101
S02001100,Male,"[17,70)",1017
S02001100,Female,"70+",293
S02001100,Male,"70+",272
S02001104,Female,"[0,17)",153
S02001104,Male,"[0,17)",142
S02001104,Female,"[17,70)",763
S02001104,Male,"[17,70)",705
S02001104,Female,"70+",301
S02001104,Male,"70+",278
S02001099,Female,"[0,17)",240
S02001099,Male,"[0,17)",222
S02001099,Female,"[17,70)",1086
S02001099,Male,"[17,70)",1003
S02001099,Female,"70+",343
S02001099,Male,"70+",318
S02001103,Female,"[0,17)",210
S02001103,Male,"[0,17)",194
S02001103,Female,"[17,70)",983
S02001103,Male,"[17,70)",909
S02001103,Female,"70+",278
S02001103,Male,"70+",257
S02000591,Female,"[0,17)",206
S02000591,Male,"[0,17)",192
S02000591,Female,"[17,70)",986
S02000591,Male,"[17,70)",911
S02000591,Female,"70+",300
S02000591,Male,"70+",277
S02000584,Female,"[0,17)",411
S02000584,Male,"[0,17)",381
S02000584,Female,"[17,70)",1283
S02000584,Male,"[17,70)",1185
S02000584,Female,"70+",336
S02000584,Male,"70+",311
S02000613,Female,"[0,17)",202
S02000613,Male,"[0,17)",188
S02000613,Female,"[17,70)",861
S02000613,Male,"[17,70)",795
S02000613,Female,"70+",338
S02000613,Male,"70+",312
S02000108,Female,"[0,17)",413
S02000108,Male,"[0,17)",382
S02000108,Female,"[17,70)",1635
S02000108,Male,"[17,70)",1511
S02000108,Female,"70+",793
S02000108,Male,"70+",733
S02000107,Female,"[0,17)",496
S02000107,Male,"[0,17)",458
S02000107,Female,"[17,70)",1607
S02000107,Male,"[17,70)",1484
S02000107,Female,"70+",559
S02000107,Male,"70+",517
S02000657,Female,"[0,17)",227
S02000657,Male,"[0,17)",210
S02000657,Female,"[17,70)",1029
S02000657,Male,"[17,70)",950
S02000657,Female,"70+",505
S02000657,Male,"70+",467
S02000648,Female,"[0,17)",411
S02000648,Male,"[0,17)",380
S02000648,Female,"[17,70)",1920
S02000648,Male,"[17,70)",1774
S02000648,Female,"70+",269
S02000648,Male,"70+",249
S02000594,Female,"[0,17)",304
S02000594,Male,"[0,17)",282
S02000594,Female,"[17,70)",1040
S02000594,Male,"[17,70)",961
S02000594,Female,"70+",278
S02000594,Male,"70+",257
S02000592,Female,"[0,17)",466
S02000592,Male,"[0,17)",431
S02000592,Female,"[17,70)",1501
S02000592,Male,"[17,70)",1386
S02000592,Female,"70+",281
S02000592,Male,"70+",260
S02000372,Female,"[0,17)",289
S02000372,Male,"[0,17)",268
S02000372,Female,"[17,70)",1039
S02000372,Male,"[17,70)",960
S02000372,Female,"70+",241
S02000372,Male,"70+",224
S02001060,Female,"[0,17)",364
S02001060,Male,"[0,17)",336
S02001060,Female,"[17,70)",1346
S02001060,Male,"[17,70)",1244
S02001060,Female,"70+",442
S02001060,Male,"70+",408
S02001057,Female,"[0,17)",408
S02001057,Male,"[0,17)",378
S02001057,Female,"[17,70)",1665
S02001057,Male,"[17,70)",1538
S02001057,Female,"70+",731
S02001057,Male,"70+",676
S02000938,Female,"[0,17)",685
S02000938,Male,"[0,17)",633
S02000938,Female,"[17,70)",2181
S02000938,Male,"[17,70)",2015
S02000938,Female,"70+",329
S02000938,Male,"70+",305
S02000474,Female,"[0,17)",229
S02000474,Male,"[0,17)",213
S02000474,Female,"[17,70)",1022
S02000474,Male,"[17,70)",945
S02000474,Female,"70+",255
S02000474,Male,"70+",237
S02000476,Female,"[0,17)",273
S02000476,Male,"[0,17)",252
S02000476,Female,"[17,70)",963
S02000476,Male,"[17,70)",890
S02000476,Female,"70+",185
S02000476,Male,"70+",172
S02000480,Female,"[0,17)",343
S02000480,Male,"[0,17)",317
S02000480,Female,"[17,70)",1204
S02000480,Male,"[17,70)",1112
S02000480,Female,"70+",355
S02000480,Male,"70+",328
S02001093,Female,"[0,17)",437
S02001093,Male,"[0,17)",405
S02001093,Female,"[17,70)",1635
S02001093,Male,"[17,70)",1510
S02001093,Female,"70+",399
S02001093,Male,"70+",370
S02000168,Female,"[0,17)",410
S02000168,Male,"[0,17)",379
S02000168,Female,"[17,70)",1515
S02000168,Male,"[17,70)",1399
S02000168,Female,"70+",700
S02000168,Male,"70+",647
S02001064,Female,"[0,17)",393
S02001064,Male,"[0,17)",364
S02001064,Female,"[17,70)",1439
S02001064,Male,"[17,70)",1329
S02001064,Female,"70+",419
S02001064,Male,"70+",387
S02000589,Female,"[0,17)",438
S02000589,Male,"[0,17)",405
S02000589,Female,"[17,70)",1665
S02000589,Male,"[17,70)",1538
S02000589,Female,"70+",410
S02000589,Male,"70+",380
S02000599,Female,"[0,17)",320
S02000599,Male,"[0,17)",296
S02000599,Female,"[17,70)",1889
S02000599,Male,"[17,70)",1744
S02000599,Female,"70+",390
S02000599,Male,"70+",361
S02000189,Female,"[0,17)",255
S02000189,Male,"[0,17)",237
S02000189,Female,"[17,70)",913
S02000189,Male,"[17,70)",843
S02000189,Female,"70+",383
S02000189,Male,"70+",354
S02000662,Female,"[0,17)",261
S02000662,Male,"[0,17)",241
S02000662,Female,"[17,70)",893
S02000662,Male,"[17,70)",826
S02000662,Female,"70+",183
S02000662,Male,"70+",170
S02001053,Female,"[0,17)",364
S02001053,Male,"[0,17)",336
S02001053,Female,"[17,70)",1196
S02001053,Male,"[17,70)",1105
S02001053,Female,"70+",255
S02001053,Male,"70+",237
S02000964,Female,"[0,17)",336
S02000964,Male,"[0,17)",312
S02000964,Female,"[17,70)",2663
S02000964,Male,"[17,70)",2459
S02000964,Female,"70+",560
S02000964,Male,"70+",518
S02000903,Female,"[0,17)",467
S02000903,Male,"[0,17)",432
S02000903,Female,"[17,70)",1404
S02000903,Male,"[17,70)",1296
S02000903,Female,"70+",253
S02000903,Male,"70+",234
S02000902,Female,"[0,17)",291
S02000902,Male,"[0,17)",269
S02000902,Female,"[17,70)",892
S02000902,Male,"[17,70)",824
S02000902,Female,"70+",242
S02000902,Male,"70+",224
S02001083,Female,"[0,17)",251
S02001083,Male,"[0,17)",233
S02001083,Female,"[17,70)",978
S02001083,Male,"[17,70)",904
S02001083,Female,"70+",288
S02001083,Male,"70+",266
S02000216,Female,"[0,17)",505
S02000216,Male,"[0,17)",468
S02000216,Female,"[17,70)",1428
S02000216,Male,"[17,70)",1320
S02000216,Female,"70+",331
S02000216,Male,"70+",307
S02001029,Female,"[0,17)",388
S02001029,Male,"[0,17)",359
S02001029,Female,"[17,70)",1304
S02001029,Male,"[17,70)",1205
S02001029,Female,"70+",608
S02001029,Male,"70+",562
S02001025,Female,"[0,17)",218
S02001025,Male,"[0,17)",203
S02001025,Female,"[17,70)",901
S02001025,Male,"[17,70)",833
S02001025,Female,"70+",395
S02001025,Male,"70+",365
S02000925,Female,"[0,17)",358
S02000925,Male,"[0,17)",331
S02000925,Female,"[17,70)",1347
S02000925,Male,"[17,70)",1245
S02000925,Female,"70+",434
S02000925,Male,"70+",401
S02000018,Female,"[0,17)",243
S02000018,Male,"[0,17)",225
S02000018,Female,"[17,70)",3138
S02000018,Male,"[17,70)",2897
S02000018,Female,"70+",224
S02000018,Male,"70+",208
S02000201,Female,"[0,17)",237
S02000201,Male,"[0,17)",220
S02000201,Female,"[17,70)",2701
S02000201,Male,"[17,70)",2494
S02000201,Female,"70+",189
S02000201,Male,"70+",175
S02000658,Female,"[0,17)",238
S02000658,Male,"[0,17)",220
S02000658,Female,"[17,70)",4411
S02000658,Male,"[17,70)",4072
S02000658,Female,"70+",538
S02000658,Male,"70+",498
S02000655,Female,"[0,17)",195
S02000655,Male,"[0,17)",181
S02000655,Female,"[17,70)",2920
S02000655,Male,"[17,70)",2696
S02000655,Female,"70+",165
S02000655,Male,"70+",154
S02000152,Female,"[0,17)",427
S02000152,Male,"[0,17)",396
S02000152,Female,"[17,70)",1505
S02000152,Male,"[17,70)",1391
S02000152,Female,"70+",445
S02000152,Male,"70+",412
S02000317,Female,"[0,17)",739
S02000317,Male,"[0,17)",683
S02000317,Female,"[17,70)",1963
S02000317,Male,"[17,70)",1813
S02000317,Female,"70+",559
S02000317,Male,"70+",516
S02000080,Female,"[0,17)",439
S02000080,Male,"[0,17)",407
S02000080,Female,"[17,70)",1506
S02000080,Male,"[17,70)",1391
S02000080,Female,"70+",435
S02000080,Male,"70+",403
S02000885,Female,"[0,17)",553
S02000885,Male,"[0,17)",512
S02000885,Female,"[17,70)",1675
S02000885,Male,"[17,70)",1547
S02000885,Female,"70+",290
S02000885,Male,"70+",268
S02000400,Female,"[0,17)",458
S02000400,Male,"[0,17)",423
S02000400,Female,"[17,70)",1798
S02000400,Male,"[17,70)",1660
S02000400,Female,"70+",510
S02000400,Male,"70+",472
S02000394,Female,"[0,17)",369
S02000394,Male,"[0,17)",342
S02000394,Female,"[17,70)",1132
S02000394,Male,"[17,70)",1045
S02000394,Female,"70+",390
S02000394,Male,"70+",361
S02000911,Female,"[0,17)",239
S02000911,Male,"[0,17)",222
S02000911,Female,"[17,70)",971
S02000911,Male,"[17,70)",898
S02000911,Female,"70+",215
S02000911,Male,"70+",200
S02000348,Female,"[0,17)",936
S02000348,Male,"[0,17)",864
S02000348,Female,"[17,70)",2561
S02000348,Male,"[17,70)",2364
S02000348,Female,"70+",295
S02000348,Male,"70+",273
S02001081,Female,"[0,17)",207
S02001081,Male,"[0,17)",192
S02001081,Female,"[17,70)",866
S02001081,Male,"[17,70)",801
S02001081,Female,"70+",238
S02001081,Male,"70+",220
S02000913,Female,"[0,17)",533
S02000913,Male,"[0,17)",493
S02000913,Female,"[17,70)",2011
S02000913,Male,"[17,70)",1857
S02000913,Female,"70+",566
S02000913,Male,"70+",524
S02000915,Female,"[0,17)",547
S02000915,Male,"[0,17)",505
S02000915,Female,"[17,70)",1981
S02000915,Male,"[17,70)",1830
S02000915,Female,"70+",450
S02000915,Male,"70+",417
S02001043,Female,"[0,17)",188
S02001043,Male,"[0,17)",175
S02001043,Female,"[17,70)",770
S02001043,Male,"[17,70)",711
S02001043,Female,"70+",427
S02001043,Male,"70+",396
S02000344,Female,"[0,17)",598
S02000344,Male,"[0,17)",553
S02000344,Female,"[17,70)",2011
S02000344,Male,"[17,70)",1857
S02000344,Female,"70+",658
S02000344,Male,"70+",608
S02000880,Female,"[0,17)",400
S02000880,Male,"[0,17)",370
S02000880,Female,"[17,70)",1428
S02000880,Male,"[17,70)",1320
S02000880,Female,"70+",434
S02000880,Male,"70+",402
S02000408,Female,"[0,17)",340
S02000408,Male,"[0,17)",315
S02000408,Female,"[17,70)",1380
S02000408,Male,"[17,70)",1275
S02000408,Female,"70+",267
S02000408,Male,"70+",248
S02000336,Female,"[0,17)",405
S02000336,Male,"[0,17)",375
S02000336,Female,"[17,70)",1591
S02000336,Male,"[17,70)",1470
S02000336,Female,"70+",564
S02000336,Male,"70+",522
S02000960,Female,"[0,17)",308
S02000960,Male,"[0,17)",286
S02000960,Female,"[17,70)",1139
S02000960,Male,"[17,70)",1052
S02000960,Female,"70+",588
S02000960,Male,"70+",543
S02000928,Female,"[0,17)",368
S02000928,Male,"[0,17)",340
S02000928,Female,"[17,70)",1541
S02000928,Male,"[17,70)",1423
S02000928,Female,"70+",597
S02000928,Male,"70+",552
S02000747,Female,"[0,17)",666
S02000747,Male,"[0,17)",615
S02000747,Female,"[17,70)",2226
S02000747,Male,"[17,70)",2056
S02000747,Female,"70+",718
S02000747,Male,"70+",663
S02000383,Female,"[0,17)",482
S02000383,Male,"[0,17)",446
S02000383,Female,"[17,70)",1780
S02000383,Male,"[17,70)",1644
S02000383,Female,"70+",690
S02000383,Male,"70+",637
S02000976,Female,"[0,17)",459
S02000976,Male,"[0,17)",424
S02000976,Female,"[17,70)",1749
S02000976,Male,"[17,70)",1615
S02000976,Female,"70+",623
S02000976,Male,"70+",576
